Tweet,Sentiment,Opinionated
"Global Warming, Global Warning, Global Microwaving, Global Something, thats for sure, maybe. http://shar.es/aN81x via @sharethis",Negative,No
New Facility Expected to Clarify Ecosystem Responses to Climate Change | The X-Journals http://retwt.me/1LTW7 (via @xjournals),Negative,No
Billions more wasted chasing the phantom menace at Heliogenic Climate Change http://retwt.me/1LTVn (via @FoxNewsMom),Negative,No
"Feds Won't Protect Pika From Climate Change | unEARTHED, the Earthjustice blog http://retwt.me/1LTRB (via @Earthjustice)",Negative,No
Climate Change Scepticism On The Rise? | Skip To The End http://retwt.me/1LTQm (via @Global_Changes),Negative,No
RT @Qorianka Actress Q'orianka Kilcher on Climate Change Act... http://bit.ly/9Wiyhz,Negative,No
Perkins Coie - News / Publications - Updates DetailDoes Climate Change Affect Your Busin... http://tinyurl.com/yhlbk3w (via @PerkinsCoieLLP),Negative,No
"The International Law Firm of Fulbright & Jaworski - ""Climate Change Post-Copenhagen: Where Do We Go ... http://is.gd/7O6I2 (via @Fulbright)",Negative,No
Climate Change Should Not Be the Focus of Homeland Security | The Foundry: Conservative Policy News. http://retwt.me/1LTP6 (via @scullifer),Negative,No
Videos: How we know humans are changing the climate and climate change is a clear and present danger http://retwt.me/1LTL9 (via @350dotorg),Negative,No
Climate change to have dramatic impact on hydropower | Technology Solutions for Home - Smart... http://tinyurl.com/yama46k (via @itsforhome),Negative,Yes
Implications of incorporating air-quality co-benefits into climate change policymaking http://retwt.me/1LTKo (via @drgrist),Negative,No
Is climate change hiding the decline of maple syrup? : Nature News http://retwt.me/1LTK1 (via @NatureNews),Negative,No
Accenture at UN Climate Change Conference http://retwt.me/1LTHj (via @Accenture),Negative,No
"I predict after a few more years of 10% unemployment, the people will jail many of the Democrats behind ""Global Warming"" #teaparty",Negative,No
http://bit.ly/czJOXE ;P Global warming??? global warming,Negative,No
globalwarming Global warming???,Negative,No
"Oh My! 30"" of snow for D.C area! http://bit.ly/bktjuE Look out Virginia it's Global Warming! :) Go hug a tree and buy a Toyota Prius!",Negative,No
#tcot #news : Majority Now Disbelieve Man-Made Global Warming Propaganda http://bit.ly/c9nvkK (via @survivalstation),Negative,No
OMG!  Al Gore forgot to tell Mother Nature that she can't have a Blizzard when Global Warming is occurring!!!,Negative,No
;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion global warming http://bit.ly/dxIaFb,Negative,No
RT @MikeLowthorp: @JuliaChicken  Climate Change is the New Phrase. Global Warming was last month,Negative,No
global warming solutions Global warnings http://bit.ly/bMkeUV,Negative,No
@JuliaChicken  Climate Change is the New Phrase. Global Warming was last month,Negative,No
How much $ have we saved due to todays snow storm in DC.  Isn't global warming a wonderful thing? #tcot #rnc,Negative,No
"Sec Clinton admitted that US funding for #climate change may not be additional, said it's up to Congress: http://is.gd/7LY8L (skip to 54:00)",Negative,Yes
[our @Qorianka ] @boliviaun Watch Pocahontas Star Interviewed at Climate Change Conference in Bolivia  http://bit.ly/bkaByk #cmpcc,Negative,No
Is climate change hiding the decline of maple syrup? : Nature News http://retwt.me/1LTpM (via @NatureNews),Negative,No
New #bookmark Study Climate Change http://bit.ly/dpBNAl,Negative,No
@oddruneh #Climategate is what they R calling #Global #Warming in the #UK - just saw it #online....LOL  I didN'T coin that term... #weather,Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
RMetS meeting: Some new perspectives on climate change   13th Feb  http://www.rmets.org/events/detail.php?ID=4411,Negative,No
India forms new climate change body because it 'cannot rely' on the IPCC...so who can? @TelegraphNews: http://bit.ly/anxYbU #JustWrong,Negative,No
RT @EnergyCollectiv Beyond Brokenhagen: Business and Climate Change in the Post-Copenhagen Era http://is.gd/7u6yW,Negative,No
Explore the relationship between climate change messages and the behaviour of readers in WIREs Climate Change http://bit.ly/akzLwn,Negative,No
Astronaught posts beautiful pic of the Maldives from space http://twitpic.com/115sjc - islands set to sink due to impacts of #climate change,Negative,Yes
global warming http://bit.ly/dwthqd :O Bill Blocking EPA Authority to Curb Global Warming Pollution an,Negative,No
Just How Entertaining Can Climate Change Really Be? : TreeHugger http://retwt.me/1LT4c (via @moneyflower),Negative,No
http://bit.ly/aSfWMt Do you believe in Global Warming  Al Gore  Democratic Ideas is it influencing how you will... al gore global warming :O,Negative,No
Just How Entertaining Can Climate Change Really Be? | Humanitarian News http://retwt.me/1LSZy (via @NewsOnGreen),Negative,No
How Is Denying New Info on Abstinence Any Different from Denying Climate Change?: It's been a bloody week in the c... http://bit.ly/blCOCs,Negative,Yes
Head of IPCC insists science behind climate change remains valid - Telegraph http://retwt.me/1LSWM (via @TelegraphWorld),Negative,Yes
What does Climate Change mean for Arab countries? - Arab Environment Watch http://retwt.me/1LSTU (via @batirw),Negative,Yes
Climate change is not an environmental issue - SWEDEN.SE http://retwt.me/1LSSl (via @swedensustblog),Negative,No
India pulls out of UN climate change body and forms its own http://su.pr/2WRLC7 #tcot #climatechange,Positive,Yes
http://bit.ly/bxMwb8 :) What can our families do to help stop global warming? stop global warming,Negative,No
stop global warming http://bit.ly/bxMwb8 What can our families do to help stop global warming? ;O,Negative,No
Mistakes in Climate Report Fuel Skepticism: Scientists Say Small Errors Do Not Change the Reality of Global Warmin... http://bit.ly/cKkbrL,Negative,No
Video: Fuel for Climate Change Skeptics: The UN's climate chief admitted scientists made mistakes in a major study... http://bit.ly/cRCYoW,Negative,No
India to have own panel on climate change: Jairam Ramesh- Hindustan Times http://retwt.me/1LSPE (via @Indiaclimate),Positive,Yes
@bdgrlaw  Global warming -- MOL,Negative,No
logical analysis :P Niche Modeling ' Disproving Global Warming II,Negative,No
"The Global Climate: Yes, Its Still Warming stop global warming :) http://bit.ly/b2du4M",Negative,No
TelegraphNews India forms new climate change body  http://ow.ly/1o7IZC  (India says 'cannot rely' on UN IPCC panel),Negative,No
India forms new climate change body - Telegraph http://retwt.me/1LSIi (via @mijadedios),Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
"Want to play golf tomorrow, but think ""Global Warming"" won't let me. Remains very cold for Houston. #tcot, #right, #rightblogs, #teaparty",Negative,No
GeoEngineering as a Potential Part of the Climate Change Solution http://bit.ly/csy3ih #susty,Negative,Yes
California Climate change law takes potential whack http://bit.ly/coIh14,Negative,Yes
Climate change has high costs and very distributed benefits,Negative,No
Saving endangered species: it\'s the economy global warming,Negative,No
Another DC blizzard?! Yet another consequence of global warming.,Negative,No
Predicting future climate change via 4000 year old sediments http://retwt.me/1LSuN (via @AngelWardriver),Negative,No
U.N. climate change body blasted -- by Greenpeace? | Washington Examiner http://retwt.me/1LSuM (via @examinerpolitic),Negative,Yes
Climate Change Scientific Consensus Cloudy as Ever | The Foundry: Conservative Policy News. http://retwt.me/1LSrQ (via @scullifer),Negative,No
EU Referendum: British Council spends •_£3.5 million on climate change propaganda http://retwt.me/1LSjS (via @afashionfan),Negative,No
Climate change alternative - see video - http://www.youtube.com/watch?v=dKoUwttE0BA,Negative,No
"Diigo link: How climate-change fanatics corrupted science (Michael Barone, RCP) http://bit.ly/deXp1u",Negative,No
India to have own panel on climate change: Jairam Ramesh - India - The Times of India http://retwt.me/1LShz (via @news_in),Positive,Yes
;O One of the proposed solutions to global warming is to grow a large number of trees. This... global warming solutions http://bit.ly/9m2Qfp,Negative,No
NASA Extends Cassini's Fly-bys of Saturn to Focus on Seasons & Climate Change http://tinyurl.com/ydqh4nl (via @new_headline),Negative,No
India to have own panel on climate change: Jairam Ramesh- Hindustan Times http://retwt.me/1LSeg (via @htTweets),Positive,Yes
Diigo: RealClearPolitics - How Climate-Change Fanatics Corrupted Science: Tags: Ecomental Posted by: loseaneye http://bit.ly/dCqOnS,Negative,No
Profession must lead the way on climate change - Accountancy Age http://retwt.me/1LScQ (via @IFRSAdvantage),Negative,No
Canada's Wolverine Population Declines As Result Of Climate Change http://retwt.me/1LSct (via @ebelgreen),Negative,No
"fossile Debunking the Deniers of Global Warming, page 1",Negative,No
BETA: Labor Connect: Libs policy does not address climate change | Labor Connect http://retwt.me/1LS6V (via @politicalfiend),Negative,No
"RT @democracy_now: Actress Q'orianka Kilcher on Climate Change Activism: Public Figures and Celebrities ""Have a Responsibility to Help ' http://bit.ly/cY41H2",Negative,No
Climate change benefits | Humanitarian News http://retwt.me/1LS4A (via @NewsOnGreen),Negative,No
The politics of climate change | Magazine | Progress http://retwt.me/1LS3A (via @Progressonline),Negative,No
India to have own panel on climate change: Jairam Ramesh http://retwt.me/1LS3e (via @HeadlinesIndia),Positive,Yes
How the media is tricked into 'balance' on climate change http://retwt.me/1LS2h (via @libcon),Negative,No
"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",Negative,No
energy absorption   Innovation has climate change in hand | COSMOS magazine,Negative,No
"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark | Humanitarian News http://retwt.me/1LRXI (via @NewsOnGreen)",Negative,No
India asks G-77 to stay united over climate change talks- International Business-News-The Econ... http://bit.ly/b9nfkH (via @ETIntlBusiness),Negative,No
RT @TM_Climate: Climate Change and the Amazon Rainforest http://retwt.me/1LRVk (via @mongabay),Negative,No
Climate Change and the Amazon Rainforest http://retwt.me/1LRVk (via @mongabay),Negative,No
"""YouTube - Defense department has global warming funds"" ( http://bit.ly/dq937Z )",Negative,No
:O  do you know any ways we can help stop global warming? global warming,Negative,No
"""Forests are growing faster, ecologists discover; Climate change appears to be driving accelerated growth"" ( http://bit.ly/afk8yz )",Negative,No
#snOMG has no more link to #climate change than did those 100s of stories about warm weather. Where were whiners then? #TCOT #TLOT,Negative,No
"Hill devotes article to baseless global warming attacks, Gore bashing http://dlvr.it/1gGj",Negative,No
RT @washdcnews: Sarah Palin calls global warming studies 'snake oil science.' http://dlvr.it/1gFF,Negative,No
"Hill devotes article to baseless global warming attacks, Gore bashing: http://bit.ly/arGDYw #p2 #noisemachine #climate",Negative,No
Sarah Palin calls global warming studies 'snake oil science.' http://dlvr.it/1gFF,Negative,No
Good item by The Hill's Ben Geman on arguments about D.C. snow and climate change (http://is.gd/87hnh),Positive,Yes
"Does snow mean global warming's over?: By Juliet Eilperin With all this snow, people are yet again wondering what ... http://bit.ly/9aTp4x",Negative,No
Will the Iceland Volcano Impact Global Warming? http://goo.gl/fb/xPE2E  #urbanism,Negative,No
added Patrick Parenteau (Vermont Law School) to our Feb. 22 webinar on disclosing climate change business impacts - http://bit.ly/aRb8gc,Negative,No
Flashback global warming leads to lack of snow http://www.breitbart.tv/flashback-clips-snow-levels-cause-democrats-to-demand-urgent-action/,Negative,No
RT @Heritage new Foundry post: The DC Blizzard:  More proof of Global Warming! http://bit.ly/alKBnE #snomas #snoverit #snomg #snotorious,Negative,No
"RT @acarvin: RT @BorowitzReport: FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away.",Negative,No
